age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
48,Private,584519,Some-college,10,Never-married,Tech-support,Other-relative,White,Female,8,0,30,United-States,<=50K
31,Private,107761,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,45,United-States,>50K
40,Self-emp-not-inc,99737,9th,12,Married-civ-spouse,Transport-moving,Husband,White,Male,6,0,50,United-States,<=50K
19,Private,111374,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,2,0,40,United-States,<=50K
33,Private,226799,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,7,0,46,United-States,<=50K
17,Private,247621,5th-6th,6,Never-married,Other-service,Other-relative,White,Female,7,0,18,Mexico,<=50K
44,Private,140906,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
26,Private,542154,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,1936,40,United-States,<=50K
47,Local-gov,268858,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,17,0,40,United-States,>50K
41,Private,193439,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,11,0,21,United-States,<=50K
33,Private,338596,10th,6,Separated,Tech-support,Other-relative,Black,Male,0,0,50,United-States,<=50K
34,Private,134288,9th,3,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,2847,0,40,El-Salvador,<=50K
30,Private,251124,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,10,0,45,United-States,<=50K
39,Private,316420,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,0,36,China,>50K
31,Self-emp-not-inc,180793,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,23,0,46,United-States,<=50K
51,Self-emp-not-inc,140071,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,14,1,50,United-States,>50K
47,Self-emp-not-inc,135053,Assoc-acdm,12,Separated,Exec-managerial,Unmarried,White,Male,1,0,40,United-States,<=50K
26,Private,213927,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,4,0,36,United-States,<=50K
18,Private,308015,11th,7,Separated,Handlers-cleaners,Unmarried,White,Female,17,0,10,United-States,<=50K
42,Private,198981,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,47,United-States,<=50K
22,Private,44316,Some-college,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,23,United-States,<=50K
33,Private,624278,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,101383,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,0,0,45,United-States,<=50K
24,Private,199666,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,11,0,45,United-States,<=50K
33,Self-emp-inc,267682,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,0,43,United-States,>50K
60,Self-emp-inc,110678,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,0,58,United-States,>50K
51,Private,180883,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,15,0,40,United-States,<=50K
43,Private,154597,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
57,Private,209176,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,10,0,40,United-States,>50K
56,Private,212967,1st-4th,3,Separated,Farming-fishing,Husband,White,Male,12,1,57,United-States,<=50K
31,Self-emp-not-inc,161150,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,11,0,40,?,<=50K
47,Self-emp-not-inc,219622,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,50,United-States,>50K
51,Private,208982,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,11,0,45,United-States,<=50K
40,Private,229331,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,31,United-States,<=50K
32,Private,618373,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,46,United-States,<=50K
31,Private,187612,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,1620,71,United-States,<=50K
28,Private,303507,HS-grad,9,Never-married,Other-service,Own-child,White,Female,1,0,24,United-States,<=50K
55,State-gov,213220,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,0,7,United-States,>50K
22,Private,53927,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,6,0,40,United-States,<=50K
28,Private,200908,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,8,2258,40,United-States,<=50K
26,Private,258900,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Female,8,0,40,United-States,<=50K
39,State-gov,118092,HS-grad,9,Separated,Transport-moving,Other-relative,Black,Female,6,0,35,United-States,<=50K
63,Self-emp-not-inc,200695,Some-college,10,Widowed,Other-service,Other-relative,White,Male,0,1,17,United-States,<=50K
42,Federal-gov,57035,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,19,United-States,<=50K
39,Local-gov,33219,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K
38,Federal-gov,178007,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,15,1,40,United-States,>50K
34,Private,170914,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,9,1,40,United-States,<=50K
27,Private,250861,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
35,Private,271670,HS-grad,9,Separated,Other-service,Unmarried,White,Male,14,0,36,United-States,<=50K
55,State-gov,200005,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,273734,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,2892,0,35,United-States,<=50K
45,State-gov,204228,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,12,0,40,United-States,>50K
41,Private,218334,10th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,253885,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
19,Private,283706,11th,7,Never-married,Sales,Own-child,White,Male,12,1,22,United-States,<=50K
17,Private,195248,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,45,United-States,<=50K
47,Private,267640,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,13,0,45,United-States,<=50K
35,Private,211645,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,<=50K
51,Self-emp-inc,226726,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,29,0,50,United-States,>50K
55,Private,109802,11th,6,Separated,Craft-repair,Own-child,White,Male,4,0,31,United-States,<=50K
20,Private,176835,11th,7,Widowed,Handlers-cleaners,Unmarried,White,Female,9,0,30,United-States,<=50K
40,Self-emp-not-inc,210863,Some-college,10,Separated,Craft-repair,Husband,White,Male,7,0,50,United-States,<=50K
25,Private,196885,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
76,Local-gov,292427,Prof-school,7,Never-married,Prof-specialty,Own-child,White,Male,9,0,40,United-States,<=50K
41,Self-emp-inc,257639,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,3576,0,50,United-States,>50K
35,Private,188565,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,18,United-States,<=50K
33,Private,689255,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,2203,44,United-States,<=50K
18,Self-emp-not-inc,162430,12th,6,Never-married,Other-service,Own-child,White,Male,8,0,21,United-States,<=50K
43,Self-emp-not-inc,216090,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,8,0,45,United-States,<=50K
51,Private,180474,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,179240,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,2,0,54,United-States,>50K
31,Private,177429,10th,6,Never-married,Craft-repair,Other-relative,White,Male,17,0,45,Mexico,<=50K
22,?,155877,Some-college,10,Divorced,?,Not-in-family,White,Male,0,1,8,United-States,<=50K
53,Private,162665,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
39,Private,55961,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,44,United-States,<=50K
40,Self-emp-not-inc,152700,12th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,8,United-States,<=50K
47,Local-gov,91422,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4439,0,40,United-States,>50K
41,Private,370395,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,40,Germany,<=50K
37,Private,186791,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
61,State-gov,123877,Doctorate,15,Married-civ-spouse,Protective-serv,Husband,White,Male,14,1,40,United-States,>50K
50,Private,201635,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Female,17,0,40,United-States,<=50K
65,Private,194465,HS-grad,10,Widowed,Adm-clerical,Not-in-family,White,Male,3,0,50,United-States,<=50K
36,Private,181562,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4486,0,40,United-States,>50K
47,Self-emp-inc,280478,7th-8th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,40,United-States,<=50K
38,Private,289501,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,45,United-States,<=50K
25,Private,98743,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,3,0,40,United-States,<=50K
59,Private,224664,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,3,0,44,United-States,<=50K
42,Private,44323,12th,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,44,United-States,>50K
39,Private,164187,Assoc-acdm,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,46,United-States,<=50K
33,Private,175142,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,7,0,59,United-States,<=50K
32,Private,163791,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,10,1,55,United-States,>50K
39,Private,381408,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
41,Private,94342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,>50K
21,Private,162028,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2,0,46,United-States,<=50K
46,Private,109391,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,15,0,57,England,>50K
33,Private,150789,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,87,United-States,>50K
62,?,191506,Some-college,10,Divorced,?,Own-child,White,Female,8,0,14,United-States,<=50K
24,Private,244821,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,18,0,57,United-States,<=50K
28,Private,606276,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,10,0,40,United-States,<=50K
23,Private,161051,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,23,United-States,<=50K
44,Local-gov,126747,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Black,Female,11,0,40,United-States,<=50K
33,Private,264504,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,5,0,16,United-States,<=50K
27,State-gov,126139,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,18,0,37,United-States,>50K
36,Self-emp-not-inc,271292,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,>50K
25,Private,237106,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,2,0,40,United-States,<=50K
24,Private,268321,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Female,2,0,59,United-States,<=50K
31,Federal-gov,290062,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,8,0,40,United-States,<=50K
40,State-gov,186444,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7732,0,40,United-States,>50K
77,Private,256813,5th-6th,3,Widowed,Adm-clerical,Not-in-family,White,Female,10,0,40,United-States,<=50K
52,Private,215894,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,16,0,40,United-States,>50K
50,Private,49840,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,7,0,40,United-States,<=50K
20,Private,120937,11th,3,Never-married,Machine-op-inspct,Other-relative,White,Female,12,0,9,United-States,<=50K
43,Local-gov,133888,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,22,0,35,United-States,>50K
32,Private,229473,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
56,Self-emp-inc,222881,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,13,0,45,United-States,<=50K
48,Federal-gov,91802,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,0,40,United-States,>50K
62,Self-emp-inc,118642,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,20,1,40,United-States,>50K
41,Federal-gov,219190,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,<=50K
39,Self-emp-inc,159073,Masters,14,Never-married,Sales,Unmarried,White,Female,42,0,58,United-States,>50K
46,Private,234567,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,50,United-States,>50K
29,Self-emp-inc,82239,Masters,14,Never-married,Exec-managerial,Unmarried,White,Male,19,1,57,United-States,<=50K
63,Local-gov,172233,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50K
33,Private,202224,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,8,0,50,United-States,<=50K
37,Private,146512,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K
21,Self-emp-not-inc,262690,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,14,0,10,United-States,<=50K
20,Private,208441,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Male,3,0,30,United-States,<=50K
25,Private,190832,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,24,United-States,<=50K
26,Private,155223,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,3,0,40,United-States,<=50K
38,Private,381845,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
57,Local-gov,59149,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,7,0,40,United-States,>50K
38,Private,233577,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,8,1,80,United-States,<=50K
33,Private,128230,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,44,United-States,<=50K
60,Private,229809,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,46,United-States,<=50K
23,Private,135438,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,14,0,30,United-States,>50K
35,Private,228484,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
27,Local-gov,46186,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,12,0,40,United-States,<=50K
36,Private,111071,7th-8th,5,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,46,United-States,<=50K
40,Self-emp-not-inc,128817,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,50,United-States,>50K
33,Self-emp-inc,213618,Bachelors,13,Never-married,Sales,Own-child,White,Male,17,0,40,United-States,<=50K
28,Private,213337,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,46,United-States,<=50K
22,Private,173152,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,8,0,10,United-States,<=50K
27,State-gov,260330,Bachelors,13,Separated,Sales,Unmarried,White,Female,15,0,50,United-States,>50K
31,Private,236145,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,40,Iran,<=50K
28,Private,553514,Some-college,10,Never-married,Sales,Own-child,White,Female,2,0,13,United-States,<=50K
23,Self-emp-not-inc,244962,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,77,United-States,<=50K
38,Private,136808,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,25,0,40,United-States,<=50K
71,Self-emp-inc,183170,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,22,0,58,United-States,>50K
44,Private,148812,Assoc-voc,11,Separated,Prof-specialty,Unmarried,Other,Female,0,0,40,United-States,<=50K
61,Local-gov,407180,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,46,United-States,<=50K
22,Private,43387,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,90,United-States,<=50K
51,Private,96137,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
20,Self-emp-inc,260095,Some-college,10,Never-married,Other-service,Own-child,White,Male,1,0,9,United-States,<=50K
33,Private,198198,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,20,0,46,United-States,>50K
34,Private,589839,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,France,<=50K
52,Private,147304,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,19,1,55,United-States,<=50K
25,?,227198,Some-college,10,Divorced,?,Other-relative,White,Female,11,0,10,United-States,<=50K
28,Private,237897,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,3302,0,44,United-States,<=50K
25,?,246842,11th,7,Married-civ-spouse,?,Other-relative,White,Male,9,0,40,Italy,<=50K
24,Private,204370,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,45,United-States,<=50K
33,Private,92848,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,85,United-States,<=50K
27,Private,437902,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,12,0,50,United-States,<=50K
42,Self-emp-not-inc,341112,9th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,69,Mexico,<=50K
59,Private,237262,11th,9,Separated,Handlers-cleaners,Own-child,White,Male,3,0,40,United-States,<=50K
48,Private,160805,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,22,0,36,United-States,>50K
42,Private,304419,10th,6,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
34,Private,210273,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
67,Private,276502,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,10,0,50,United-States,>50K
71,Private,247509,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,11,0,71,United-States,<=50K
35,Self-emp-inc,288791,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,9,0,40,United-States,>50K
43,Private,124131,Bachelors,13,Separated,Craft-repair,Not-in-family,Black,Male,3,0,40,United-States,<=50K
44,Local-gov,272835,Some-college,10,Never-married,Protective-serv,Unmarried,White,Male,0,1,40,United-States,<=50K
17,Private,245914,11th,7,Never-married,Other-service,Own-child,White,Male,17,0,40,United-States,<=50K
27,Federal-gov,385929,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,7,0,40,United-States,<=50K
52,State-gov,115379,9th,4,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,6,0,40,Taiwan,<=50K
45,Private,210027,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,9,0,46,United-States,<=50K
30,Private,633290,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
66,Private,209506,12th,6,Widowed,Prof-specialty,Unmarried,White,Female,13,0,40,United-States,>50K
29,Private,200506,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,3,0,40,United-States,<=50K
37,Private,199997,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,77,United-States,<=50K
25,Private,151166,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,46,United-States,<=50K
75,Self-emp-not-inc,250830,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,17,0,40,United-States,<=50K
70,Private,210062,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,9,0,40,United-States,>50K
61,Private,89348,9th,3,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,188305,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,26,2269,35,United-States,>50K
64,Private,108803,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,22,0,44,United-States,<=50K
32,Private,253350,Some-college,10,Never-married,Tech-support,Own-child,Other,Female,6,0,40,United-States,<=50K
50,?,135796,Some-college,10,Widowed,?,Not-in-family,White,Female,13,1,40,United-States,<=50K
21,Private,64597,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
74,State-gov,114864,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,250073,HS-grad,10,Never-married,Adm-clerical,Own-child,White,Female,1,0,40,United-States,<=50K
58,Private,172209,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,0,40,United-States,>50K
18,Private,238804,9th,6,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
49,Private,297013,HS-grad,9,Never-married,Other-service,Unmarried,Other,Male,9,0,40,United-States,<=50K
32,Private,301424,Some-college,10,Never-married,Other-service,Own-child,Black,Female,7,0,23,United-States,<=50K
52,State-gov,249204,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,5,1,44,United-States,<=50K
41,State-gov,262461,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,2,0,40,United-States,<=50K
66,Federal-gov,166717,Masters,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3607,0,40,United-States,>50K
30,Private,152819,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,14,0,40,United-States,<=50K
32,Self-emp-inc,150895,11th,7,Married-civ-spouse,Sales,Husband,White,Male,12,0,67,United-States,<=50K
29,Private,200497,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,2,0,23,United-States,<=50K
45,Private,128536,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,United-States,<=50K
35,Private,234066,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,19,0,50,United-States,>50K
28,Private,322963,9th,6,Never-married,Craft-repair,Own-child,White,Male,5,0,44,Mexico,<=50K
27,Private,251103,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
73,Private,211855,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,33,0,40,United-States,>50K
62,State-gov,264250,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,0,40,United-States,>50K
45,Private,425416,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,99999,0,30,United-States,<=50K
21,Private,178466,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,3792,1,50,United-States,>50K
55,Private,67340,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,15,0,40,United-States,>50K
35,Private,347081,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,228886,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,46,United-States,<=50K
39,State-gov,93249,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,29,1,34,United-States,>50K
25,Private,301376,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,4,1,69,United-States,<=50K
29,Private,372140,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
63,Private,96852,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,1,0,72,Haiti,<=50K
27,Private,261140,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,16,0,40,United-States,>50K
39,Private,256726,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
39,Private,133699,Prof-school,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,Philippines,>50K
49,Private,189902,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,45,United-States,>50K
32,Private,42040,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,12,0,45,United-States,<=50K
41,Federal-gov,198800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,0,44,United-States,>50K
26,State-gov,232712,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,0,58,United-States,>50K
32,Private,240339,12th,6,Divorced,Adm-clerical,Own-child,White,Female,0,0,21,United-States,<=50K
21,Private,52215,Some-college,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K
54,State-gov,203318,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0,0,88,United-States,<=50K
30,Self-emp-not-inc,177174,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,8,1,70,United-States,>50K
30,Self-emp-inc,363194,Assoc-voc,11,Separated,Exec-managerial,Unmarried,White,Female,11,1920,46,United-States,<=50K
47,Private,218807,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,5,0,44,United-States,>50K
30,Private,159039,Some-college,12,Never-married,Sales,Own-child,White,Female,20,0,10,United-States,<=50K
42,Local-gov,254948,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
41,Private,158497,HS-grad,6,Never-married,Other-service,Unmarried,Black,Female,9,1,40,United-States,<=50K
26,Private,227075,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
62,Federal-gov,41624,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,10,0,40,United-States,<=50K
40,Private,573792,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,262581,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,8,0,40,United-States,<=50K
47,Private,152979,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,1,44,United-States,>50K
18,Private,121574,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,6,0,40,United-States,<=50K
24,Private,244195,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,16,0,46,United-States,>50K
41,Private,54810,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,57,United-States,<=50K
31,Self-emp-not-inc,263667,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,16,0,50,United-States,<=50K
49,Private,50959,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,28,0,54,United-States,>50K
43,Private,118046,11th,7,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,3358,1,40,United-States,<=50K
31,Private,298548,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,13,0,40,United-States,>50K
48,Private,134990,Preschool,7,Married-civ-spouse,Transport-moving,Husband,White,Male,9,0,57,United-States,>50K
